player_id,player_name,team_id,position,recent_available_observations,recent_available_start_rate,historical_weighted_start_rate,neutral_injury_or_suspension_rows,old_conditional_start_prob,new_conditional_start_prob,old_start_prob,new_start_prob,old_start_prob_source,new_start_prob_source,context_override
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,2026-06-07:played:start=0; 2026-03-31:played:start=0; 2026-03-27:played:start=0,0,0.7526,0,0.4678,0.2258,0.4553,0.2199,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
abdallah_al_fakhouri__jor,Abdallah Al-Fakhouri,JOR,GK,2026-05-31:in squad:start=0; 2026-03-31:in squad:start=0; 2026-03-27:played:start=0,0,0.0832,7,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
botirali_ergashev__uzb,Botirali Ergashev,UZB,GK,2026-03-30:in squad:start=0; 2026-03-27:in squad:start=0; 2025-11-18:in squad:start=0,0,0.0603,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
owen_goodman__can,Owen Goodman,CAN,GK,2026-06-05:in squad:start=0; 2026-06-02:in squad:start=0; 2026-03-31:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
shehab_ellethy__qat,Shehab Ellethy,QAT,GK,2025-12-07:in squad:start=0; 2025-12-04:in squad:start=0; 2025-12-01:in squad:start=0,0,0.0669,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
kumel_al_rekabe__irq,Kumel Al-Rekabe,IRQ,GK,2026-05-29:played:start=0; 2026-04-01:in squad:start=0; 2025-03-25:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mohammad_khalife__irn,Mohammad Khalife,IRN,GK,2026-05-29:in squad:start=0; 2025-10-10:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
osman_hadzikic__bih,Osman Hadzikic,BIH,GK,2026-05-29:in squad:start=0; 2026-03-31:in squad:start=0; 2026-03-26:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
carlos_acevedo__mex,Carlos Acevedo,MEX,GK,2026-06-05:in squad:start=0; 2026-05-31:in squad:start=0; 2026-05-23:played:start=0,0,0.0834,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
bum_keun_song__kor,Bum-Keun Song,KOR,GK,2026-06-04:played:start=0; 2026-05-31:in squad:start=0; 2026-03-31:in squad:start=0,0,0.0492,4,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mohamed_kone__civ,Mohamed Kone,CIV,GK,2026-06-04:in squad:start=0; 2026-03-31:in squad:start=0; 2026-03-28:in squad:start=0,0,0,2,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
robin_risser__fra,Robin Risser,FRA,GK,2026-06-04:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ivor_pandur__cro,Ivor Pandur,CRO,GK,2026-06-02:in squad:start=0; 2026-04-01:in squad:start=0; 2026-03-26:in squad:start=0,0,0,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
nikolas_polster__aut,Nikolas Polster,AUT,GK,2025-11-18:in squad:start=0; 2025-11-15:in squad:start=0; 2025-10-12:in squad:start=0,0,0,2,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
martin_jedlicka__cze,Martin Jedlicka,CZE,GK,2026-03-31:in squad:start=0; 2026-03-26:in squad:start=0; 2025-11-17:in squad:start=0,0,0.0773,0,0.0251,0.0251,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
carlos_miguel_coronel__par,Carlos Miguel Coronel,PAR,GK,2025-09-09:in squad:start=0; 2025-06-11:in squad:start=0; 2025-06-05:in squad:start=0,0,0.3206,0,0.0247,0.0371,0.0247,0.0371,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mert_gunok__tur,Mert Günok,TUR,GK,2026-06-06:in squad:start=0; 2026-06-01:in squad:start=0; 2026-03-31:in squad:start=0,0,0.3666,13,0.0211,0.0193,0.0211,0.0193,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ederson_moraes__bra,Ederson Moraes,BRA,GK,2026-06-06:in squad:start=0; 2026-05-31:played:start=0; 2026-04-01:in squad:start=0,0,0.4353,14,0.0203,0.0202,0.0203,0.0202,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
bechir_ben_said__tun,Bechir Ben Said,TUN,GK,2026-01-03:in squad:start=0; 2025-12-30:in squad:start=0; 2025-12-27:in squad:start=0,0,0.2533,0,0.0187,0.0167,0.0187,0.0167,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
el_mehdi_al_harrar__mar,El Mehdi Al Harrar,MAR,GK,2026-06-02:in squad:start=0; 2026-05-26:in squad:start=0; 2026-03-27:in squad:start=0,0,0.2911,0,0.0185,0.0185,0.0185,0.0185,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ger_nimo_rulli__arg,Geronimo Rulli,ARG,GK,2026-06-07:in squad:start=0; 2026-03-31:in squad:start=0; 2026-03-27:in squad:start=0,0,0.1061,6,0.0172,0.0151,0.0172,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
justin_bijlow__ned,Justin Bijlow,NED,GK,2026-03-31:in squad:start=0; 2026-03-27:in squad:start=0; 2024-07-10:in squad:start=0,0,0.2009,20,0.0159,0.0159,0.0159,0.0159,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
patrick_schulte__usa,Patrick Schulte,USA,GK,2026-03-31:in squad:start=0; 2026-03-28:in squad:start=0; 2025-11-19:in squad:start=0,0,0.1322,8,0.0153,0.0152,0.0153,0.0152,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
el_mahdi_soliman__egy,El Mahdi Soliman,EGY,GK,2026-06-06:in squad:start=0; 2026-05-28:in squad:start=0; 2026-03-31:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mohamed_alaa__egy,Mohamed Alaa,EGY,GK,2026-06-06:in squad:start=0; 2026-05-28:in squad:start=0; 2026-03-31:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mike_penders__bel,Mike Penders,BEL,GK,2026-06-06:in squad:start=0; 2026-06-02:in squad:start=0; 2025-11-18:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
chris_brady__usa,Chris Brady,USA,GK,2026-06-06:in squad:start=0; 2026-05-31:played:start=0; 2026-03-31:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
weverton__bra,Weverton,BRA,GK,2026-06-06:played:start=0; 2026-05-31:in squad:start=0; 2025-03-26:in squad:start=0,0,0.1125,2,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
walter_benitez__arg,Walter Benitez,ARG,GK,2025-11-14:in squad:start=0; 2025-10-11:in squad:start=0; 2025-09-09:in squad:start=0,0,0.0315,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
muhammed_sengezer__tur,Muhammed Sengezer,TUR,GK,2026-06-01:played:start=0; 2025-06-11:in squad:start=0; 2025-06-07:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ricardo_velho__por,Ricardo Velho,POR,GK,2026-06-06:in squad:start=0; 2026-03-31:played:start=0; 2026-03-29:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
marvin_keller__sui,Marvin Keller,SUI,GK,2026-06-06:in squad:start=0; 2026-05-31:played:start=0; 2026-03-31:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
finn_dahmen__ger,Finn Dahmen,GER,GK,2026-03-30:in squad:start=0; 2026-03-27:in squad:start=0; 2025-11-17:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
jonas_urbig__ger,Jonas Urbig,GER,GK,2026-05-31:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
maarten_vandevoordt__bel,Maarten Vandevoordt,BEL,GK,2026-04-01:in squad:start=0; 2026-03-28:in squad:start=0; 2025-11-15:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
melker_ellborg__swe,Melker Ellborg,SWE,GK,2026-03-31:in squad:start=0; 2026-03-26:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
noel_tornqvist__swe,Noel Törnqvist,SWE,GK,2026-03-31:in squad:start=0; 2026-03-26:in squad:start=0; 2025-11-18:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
robin_roefs__ned,Robin Roefs,NED,GK,2026-06-03:played:start=0; 2025-11-17:in squad:start=0; 2025-11-14:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
pascal_loretz__sui,Pascal Loretz,SUI,GK,2025-09-08:in squad:start=0; 2025-09-05:in squad:start=0; 2025-03-25:in squad:start=0,0,0,0,0.0151,0.0151,0.0151,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
juan_espinola__par,Juan Espinola,PAR,GK,2025-10-14:in squad:start=0; 2025-10-10:in squad:start=0; 2025-09-04:in squad:start=0,0,0.022,0,0.015,0.0151,0.015,0.0151,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
nawaf_al_aqidi__ksa,Nawaf Al-Aqidi,KSA,GK,2026-03-31:in squad:start=0; 2026-03-27:played:start=1; 2025-12-18:in squad:start=0,0.3333,0.6423,2,0.9447,0.9463,0.9447,0.9463,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
gregor_kobel__sui,Gregor Kobel,SUI,GK,2026-06-06:played:start=1; 2026-05-31:in squad:start=0; 2026-03-31:in squad:start=0,0.3333,0.5308,8,0.9177,0.9192,0.9177,0.9192,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
john_mcginn__sco,John McGinn,SCO,MID,2026-06-06:played:start=0; 2026-03-31:played:start=0; 2026-03-28:played:start=1,0.3333,0.8312,1,0.93,0.4827,0.88,0.462,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
arthur_theate__bel,Arthur Theate,BEL,DEF,2026-06-06:in squad:start=0; 2026-06-02:played:start=1; 2026-04-01:played:start=0,0.3333,0.6373,5,0.91,0.91,0.86,0.86,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
unai_sim_n__esp,Unai Simon,ESP,GK,2026-06-04:in squad:start=0; 2026-03-31:in squad:start=0; 2026-03-27:played:start=1,0.3333,0.8075,7,0.86,0.86,0.86,0.86,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
silvan_widmer__sui,Silvan Widmer,SUI,DEF,2026-06-06:played:start=1; 2026-05-31:played:start=0; 2026-03-31:played:start=0,0.3333,0.6785,11,0.89,0.89,0.84,0.84,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
lionel_messi__arg,Lionel Messi,ARG,FWD,2026-06-07:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.3333,0.8207,27,0.92,0.92,0.84,0.84,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
c_sar_montes__mex,Cesar Montes,MEX,DEF,2026-06-05:played:start=1; 2026-05-31:played:start=0; 2026-05-23:in squad:start=0,0.3333,0.7888,6,0.82,0.82,0.72,0.72,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
hakan_calhanoglu__tur,Hakan Calhanoglu,TUR,MID,2026-06-06:played:start=0; 2026-06-01:played:start=0; 2026-03-31:played:start=1,0.3333,0.8326,16,0.7263,0.4831,0.702,0.4675,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
luc_de_fougerolles__can,Luc De Fougerolles,CAN,DEF,2026-06-05:played:start=1; 2026-06-02:played:start=0; 2026-03-31:in squad:start=0,0.3333,0.3959,0,0.76,0.76,0.68,0.68,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
edin_dzeko__bih,Edin Dzeko,BIH,FWD,2026-06-06:in squad:start=0; 2026-05-29:in squad:start=0; 2026-03-31:played:start=1,0.3333,0.781,11,0.7092,0.4676,0.6772,0.4471,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
elliot_anderson__eng,Elliot Anderson,ENG,MID,2026-06-06:played:start=0; 2026-03-31:played:start=1; 2025-11-16:played:start=0,0.3333,0.72,0,0.7259,0.4493,0.6712,0.4189,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
merih_demiral__tur,Merih Demiral,TUR,DEF,2026-06-06:played:start=0; 2026-06-01:played:start=0; 2025-11-18:played:start=1,0.3333,0.7217,13,0.6943,0.4498,0.6702,0.4349,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jacob_italiano__aus,Jacob Italiano,AUS,DEF,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2026-03-31:in squad:start=0,0.3333,0.6308,2,0.701,0.4226,0.6669,0.4045,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
fidel_escobar__pan,Fidel Escobar,PAN,DEF,2026-06-06:played:start=0; 2026-06-04:played:start=0; 2026-05-31:played:start=1,0.3333,0.8245,11,0.723,0.4807,0.6631,0.4419,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
nicolas_raskin__bel,Nicolas Raskin,BEL,MID,2026-06-06:played:start=0; 2026-06-02:played:start=1; 2026-04-01:played:start=0,0.3333,0.6328,0,0.6771,0.4232,0.6577,0.412,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
niko_sigur__can,Niko Sigur,CAN,MID,2026-06-05:played:start=0; 2026-06-02:played:start=0; 2026-03-31:played:start=1,0.3333,0.638,0,0.6714,0.4247,0.6475,0.4104,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
amar_memi__bih,Amar Memic,BIH,MID,2026-06-06:played:start=0; 2026-05-29:played:start=0; 2026-03-31:played:start=1,0.3333,0.5781,0,0.6589,0.4068,0.64,0.396,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
romelu_lukaku__bel,Romelu Lukaku,BEL,FWD,2026-06-06:played:start=0; 2026-06-02:played:start=0; 2025-06-09:played:start=1,0.3333,0.715,20,0.6907,0.4478,0.6346,0.4126,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
leverton_pierre__hai,Leverton Pierre,HAI,MID,2026-06-06:in squad:start=0; 2026-06-03:in squad:start=0; 2026-03-31:played:start=1,0.3333,0.66,0,0.6764,0.4313,0.6281,0.4018,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
musab_al_juwayr__ksa,Musab Al-Juwayr,KSA,MID,2026-06-05:played:start=0; 2026-05-31:played:start=1; 2026-03-31:played:start=0,0.3333,0.699,0,0.6867,0.443,0.6235,0.4036,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
mert_m_ld_r__tur,Mert Müldür,TUR,DEF,2026-06-06:played:start=0; 2026-06-01:played:start=1; 2026-03-31:played:start=0,0.3333,0.5973,6,0.6543,0.4125,0.6162,0.3893,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
timothy_weah__usa,Timothy Weah,USA,FWD,2026-06-06:played:start=0; 2026-05-31:played:start=0; 2026-03-31:played:start=1,0.3333,0.7805,16,0.7149,0.4675,0.6148,0.402,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jordan_bos__aus,Jordan Bos,AUS,DEF,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2026-03-31:played:start=0,0.3333,0.5088,9,0.6313,0.386,0.6111,0.3743,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jos_cordoba__pan,Jose Cordoba,PAN,DEF,2026-06-06:in squad:start=0; 2026-06-04:played:start=0; 2026-05-31:played:start=1,0.3333,0.6894,4,0.6848,0.4402,0.6084,0.3927,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
gabriel_magalh_es__bra,Gabriel Magalhaes,BRA,DEF,2026-06-06:in squad:start=0; 2025-11-15:played:start=1; 2025-10-14:in squad:start=0,0.3333,0.5479,5,0.6443,0.3977,0.6041,0.3742,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
callum_mccowatt__nzl,Callum McCowatt,NZL,MID,2026-06-06:played:start=0; 2026-06-03:played:start=0; 2026-03-30:played:start=1,0.3333,0.6236,2,0.6674,0.4204,0.6035,0.3819,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
matt_turner__usa,Matt Turner,USA,GK,2026-06-06:in squad:start=0; 2026-05-31:played:start=1; 2026-03-31:in squad:start=0,0.3333,0.6417,3,0.6001,0.2029,0.6001,0.2029,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ben_old__nzl,Ben Old,NZL,MID,2026-06-06:played:start=0; 2026-06-03:played:start=0; 2026-03-30:played:start=1,0.3333,0.5515,6,0.6445,0.3988,0.5972,0.3709,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
sergio_rochet__uru,Sergio Rochet,URU,GK,2026-03-31:played:start=1; 2026-03-27:in squad:start=0; 2025-09-09:in squad:start=0,0.3333,0.7313,8,0.5955,0.5955,0.5955,0.5955,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mohamed_al_mannai__qat,Mohamed Al-Mannai,QAT,MID,2026-06-06:played:start=0; 2026-05-28:played:start=0; 2025-12-07:played:start=1,0.3333,0.4306,0,0.6136,0.3625,0.5927,0.3513,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
pedro_neto__por,Pedro Neto,POR,FWD,2026-06-06:played:start=0; 2026-03-31:played:start=1; 2026-03-29:played:start=0,0.3333,0.5296,26,0.637,0.3922,0.5886,0.3638,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
scott_mckenna__sco,Scott McKenna,SCO,DEF,2026-06-06:in squad:start=0; 2026-05-30:played:start=1; 2026-03-31:in squad:start=0,0.3333,0.4523,12,0.6088,0.369,0.5876,0.3567,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
dylan_bronn__tun,Dylan Bronn,TUN,DEF,2026-06-06:in squad:start=0; 2026-06-01:in squad:start=0; 2026-01-03:played:start=1,0.3333,0.6793,5,0.6807,0.4371,0.5854,0.3759,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
karim_boudiaf__qat,Karim Boudiaf,QAT,MID,2026-06-06:played:start=0; 2026-05-28:played:start=0; 2025-10-14:played:start=1,0.3333,0.6781,0,0.6803,0.4368,0.585,0.3756,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
fabian_rieder__sui,Fabian Rieder,SUI,MID,2026-06-06:played:start=0; 2026-05-31:in squad:start=0; 2026-03-31:played:start=1,0.3333,0.4695,1,0.6159,0.3742,0.5789,0.3527,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
patrick_wimmer__aut,Patrick Wimmer,AUT,MID,2026-06-01:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.3333,0.4719,6,0.6477,0.6477,0.5787,0.5787,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
kenny_mclean__sco,Kenny McLean,SCO,MID,2026-06-06:played:start=0; 2026-05-30:played:start=1; 2026-03-31:played:start=0,0.3333,0.442,5,0.6056,0.3659,0.5607,0.3397,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
francis_de_vries__nzl,Francis de Vries,NZL,DEF,2026-06-06:played:start=0; 2026-06-03:played:start=0; 2026-03-27:played:start=1,0.3333,0.5015,4,0.6298,0.3838,0.5563,0.3411,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
angelo_stiller__ger,Angelo Stiller,GER,MID,2026-06-06:played:start=0; 2026-05-31:in squad:start=0; 2026-03-30:played:start=1,0.3333,0.3686,4,0.5904,0.3439,0.5523,0.3233,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
nathan_saliba__can,Nathan Saliba,CAN,MID,2026-06-05:played:start=0; 2026-06-02:played:start=0; 2026-03-31:played:start=1,0.3333,0.3899,0,0.593,0.3503,0.5501,0.3262,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
ismael_d_az__pan,Ismael Diaz,PAN,FWD,2026-06-06:played:start=0; 2026-06-04:played:start=0; 2026-05-31:played:start=1,0.3333,0.5298,12,0.6319,0.3923,0.5482,0.3414,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
alex_sandro__bra,Alex Sandro,BRA,DEF,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2025-11-18:in squad:start=0,0.3333,0.5223,25,0.6359,0.39,0.5469,0.3354,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
assim_madibo__qat,Assim Madibo,QAT,MID,2026-06-06:played:start=0; 2026-05-28:played:start=0; 2025-12-01:played:start=1,0.3333,0.4518,6,0.6091,0.3689,0.5389,0.3276,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
reece_james__eng,Reece James,ENG,DEF,2026-06-06:played:start=0; 2025-11-16:in squad:start=0; 2025-11-13:played:start=1,0.3333,0.4739,16,0.6241,0.3755,0.5367,0.3229,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
joel_waterman__can,Joel Waterman,CAN,DEF,2026-06-05:in squad:start=0; 2026-06-02:in squad:start=0; 2026-03-31:played:start=1,0.3333,0.3039,0,0.5625,0.3245,0.5212,0.3015,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
valentino_livramento__eng,Valentino Livramento,ENG,DEF,2026-06-06:played:start=0; 2026-03-31:played:start=0; 2026-03-27:played:start=1,0.3333,0.2751,4,0.5618,0.3159,0.5128,0.2906,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
hans_vanaken__bel,Hans Vanaken,BEL,MID,2026-06-06:played:start=0; 2026-06-02:played:start=0; 2025-11-18:played:start=1,0.3333,0.3877,1,0.5908,0.3496,0.5081,0.3017,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
alexis_saelemaekers__bel,Alexis Saelemaekers,BEL,FWD,2026-06-06:in squad:start=0; 2026-06-02:played:start=1; 2026-04-01:played:start=0,0.3333,0.3244,13,0.571,0.3307,0.5078,0.2956,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,2026-06-06:played:start=0; 2026-04-01:played:start=0; 2026-03-26:played:start=1,0.3333,0.2972,4,0.5625,0.3225,0.5073,0.2923,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
mark_mckenzie__usa,Mark McKenzie,USA,DEF,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2026-03-31:played:start=0,0.3333,0.3271,0,0.5692,0.3315,0.504,0.2945,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
