player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,recency_weight_sum,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
walter_benitez__arg,Walter Benitez,ARG,GK,ukendt,Ukendt,33,1,0,12,0,0,12,8.25,0.25,0.0,3.0,0.03,0.0,0.364,0.03,0.0,0.364,0.45,0.0135,0.0135
warren_za_re_emery__fra,Warren Zaire-Emery,FRA,MID,ukendt,Ukendt,31,5,0,6,2,0,4,7.75,1.25,0.0,1.5,0.161,0.0,0.194,0.161,0.0,0.194,0.45,0.0724,0.0724
wataru_endo__jpn,Wataru Endo,JPN,MID,ukendt,Ukendt,145,61,0,43,8,0,35,36.25,15.25,0.0,10.75,0.421,0.0,0.297,0.421,0.0,0.297,0.45,0.1894,0.1894
weston_mckennie__usa,Weston McKennie,USA,MID,ukendt,Ukendt,125,61,0,57,9,0,45,31.25,15.25,0.0,14.25,0.488,0.0,0.456,0.488,0.0,0.456,0.45,0.2196,0.2196
weverton__bra,Weverton,BRA,GK,ukendt,Ukendt,117,9,0,61,2,0,59,29.25,2.25,0.0,15.25,0.077,0.0,0.521,0.077,0.0,0.521,0.45,0.0346,0.0346
wilfried_stephane_singo__civ,Wilfried Stephane Singo,CIV,DEF,ukendt,Ukendt,67,24,0,28,9,0,19,16.75,6.0,0.0,7.0,0.358,0.0,0.418,0.358,0.0,0.418,0.45,0.1611,0.1611
wilguens_paugain__hai,Wilguens Paugain,HAI,DEF,ukendt,Ukendt,15,0,0,6,2,0,4,3.75,0.0,0.0,1.5,0.0,0.0,0.4,0.0,0.0,0.4,0.45,0.0,0.0
willer_ditta__col,Willer Ditta,COL,DEF,ukendt,Ukendt,35,3,0,27,0,0,27,8.75,0.75,0.0,6.75,0.086,0.0,0.771,0.086,0.0,0.771,0.45,0.0387,0.0387
william_saliba__fra,William Saliba,FRA,DEF,ukendt,Ukendt,54,25,0,12,10,0,2,13.5,6.25,0.0,3.0,0.463,0.0,0.222,0.463,0.0,0.222,0.45,0.2084,0.2084
willian_pacho__ecu,Willian Pacho,ECU,DEF,ukendt,Ukendt,44,34,0,2,0,0,2,11.0,8.5,0.0,0.5,0.773,0.0,0.045,0.773,0.0,0.045,0.45,0.3478,0.3478
willy_semedo__cpv,Willy Semedo,CPV,FWD,ukendt,Ukendt,63,19,0,24,4,0,20,15.75,4.75,0.0,6.0,0.302,0.0,0.381,0.302,0.0,0.381,0.45,0.1359,0.1359
wilson_isidor__hai,Wilson Isidor,HAI,FWD,ukendt,Ukendt,3,2,0,0,0,0,0,0.75,0.5,0.0,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.45,0.3002,0.3002
woodensky_pierre__hai,Woodensky Pierre,HAI,MID,ukendt,Ukendt,3,0,0,1,0,0,1,0.75,0.0,0.0,0.25,0.0,0.0,0.333,0.0,0.0,0.333,0.45,0.0,0.0
wout_weghorst__ned,Wout Weghorst,NED,FWD,ukendt,Ukendt,96,13,0,31,4,0,27,24.0,3.25,0.0,7.75,0.135,0.0,0.323,0.135,0.0,0.323,0.45,0.0608,0.0608
xaver_schlager__aut,Xaver Schlager,AUT,MID,ukendt,Ukendt,92,42,0,33,26,0,7,23.0,10.5,0.0,8.25,0.457,0.0,0.359,0.457,0.0,0.359,0.45,0.2056,0.2056
yahia_fofana__civ,Yahia Fofana,CIV,GK,ukendt,Ukendt,40,34,0,0,0,0,0,10.0,8.5,0.0,0.0,0.85,0.0,0.0,0.85,0.0,0.0,0.45,0.3825,0.3825
yaimar_medina__ecu,Yaimar Medina,ECU,MID,ukendt,Ukendt,19,1,0,5,0,0,5,4.75,0.25,0.0,1.25,0.053,0.0,0.263,0.053,0.0,0.263,0.45,0.0238,0.0238
yan_diomande__civ,Yan Diomande,CIV,FWD,ukendt,Ukendt,12,8,0,2,2,0,0,3.0,2.0,0.0,0.5,0.667,0.0,0.167,0.667,0.0,0.167,0.45,0.3002,0.3002
yan_valery__tun,Yan Valery,TUN,DEF,ukendt,Ukendt,53,16,0,23,2,0,21,13.25,4.0,0.0,5.75,0.302,0.0,0.434,0.302,0.0,0.434,0.45,0.1359,0.1359
yannick_semedo__cpv,Yannick Semedo,CPV,MID,ukendt,Ukendt,40,8,0,25,0,0,25,10.0,2.0,0.0,6.25,0.2,0.0,0.625,0.2,0.0,0.625,0.45,0.09,0.09
yasin_ayari__swe,Yasin Ayari,SWE,MID,ukendt,Ukendt,37,19,0,13,0,0,13,9.25,4.75,0.0,3.25,0.514,0.0,0.351,0.514,0.0,0.351,0.45,0.2313,0.2313
yassin_fortune__hai,Yassin Fortune,HAI,FWD,ukendt,Ukendt,9,2,0,4,0,0,4,2.25,0.5,0.0,1.0,0.222,0.0,0.444,0.222,0.0,0.444,0.45,0.0999,0.0999
yassine_titraoui__alg,Yassine Titraoui,ALG,MID,ukendt,Ukendt,78,1,0,69,0,0,65,19.5,0.25,0.0,17.25,0.013,0.0,0.885,0.013,0.0,0.885,0.45,0.0058,0.0058
yazan_al_arab__jor,Yazan Al-Arab,JOR,DEF,ukendt,Ukendt,113,67,0,29,3,0,26,28.25,16.75,0.0,7.25,0.593,0.0,0.257,0.593,0.0,0.257,0.45,0.2668,0.2668
yazeed_abulaila__jor,Yazeed Abulaila,JOR,GK,ukendt,Ukendt,127,59,0,45,0,0,45,31.75,14.75,0.0,11.25,0.465,0.0,0.354,0.465,0.0,0.354,0.45,0.2092,0.2092
yehvann_diouf__sen,Yehvann Diouf,SEN,GK,ukendt,Ukendt,26,2,0,7,0,0,7,6.5,0.5,0.0,1.75,0.077,0.0,0.269,0.077,0.0,0.269,0.45,0.0346,0.0346
yeremy_pino__esp,Yeremy Pino,ESP,MID,ukendt,Ukendt,68,7,0,38,10,0,28,17.0,1.75,0.0,9.5,0.103,0.0,0.559,0.103,0.0,0.559,0.45,0.0463,0.0463
yerry_mina__col,Yerry Mina,COL,DEF,ukendt,Ukendt,120,46,0,43,19,0,23,30.0,11.5,0.0,10.75,0.383,0.0,0.358,0.383,0.0,0.358,0.45,0.1724,0.1724
yoane_wissa__cod,Yoane Wissa,COD,FWD,ukendt,Ukendt,78,33,0,41,10,0,31,19.5,8.25,0.0,10.25,0.423,0.0,0.526,0.423,0.0,0.526,0.45,0.1904,0.1904
yoel_barcenas__pan,Yoel Barcenas,PAN,MID,ukendt,Ukendt,181,81,0,77,10,0,67,45.25,20.25,0.0,19.25,0.448,0.0,0.425,0.448,0.0,0.425,0.45,0.2016,0.2016
youcef_atal__alg,Youcef Atal,ALG,DEF,ukendt,Ukendt,125,46,0,57,29,0,28,31.25,11.5,0.0,14.25,0.368,0.0,0.456,0.368,0.0,0.456,0.45,0.1656,0.1656
seol_young_woo__kor,Young-woo Seol,KOR,DEF,ukendt,Ukendt,43,30,0,5,2,0,3,10.75,7.5,0.0,1.25,0.698,0.0,0.116,0.698,0.0,0.116,0.45,0.3141,0.3141
youri_tielemans__bel,Youri Tielemans,BEL,MID,ukendt,Ukendt,117,62,0,13,8,0,4,29.25,15.5,0.0,3.25,0.53,0.0,0.111,0.53,0.0,0.111,0.45,0.2385,0.2385
yousef_abu_al_jazar__jor,Yousef Abu Al-Jazar,JOR,DEF,ukendt,Ukendt,88,3,0,63,0,0,63,22.0,0.75,0.0,15.75,0.034,0.0,0.716,0.034,0.0,0.716,0.45,0.0153,0.0153
yousef_qashi__jor,Yousef Qashi,JOR,MID,ukendt,Ukendt,6,4,0,2,0,0,2,1.5,1.0,0.0,0.5,0.667,0.0,0.333,0.667,0.0,0.333,0.45,0.3002,0.3002
youssef_amyn__irq,Youssef Amyn,IRQ,MID,ukendt,Ukendt,37,13,0,8,1,0,7,9.25,3.25,0.0,2.0,0.351,0.0,0.216,0.351,0.0,0.216,0.45,0.158,0.158
youssef_en_nesyri__mar,Youssef En-Nesyri,MAR,FWD,ukendt,Ukendt,155,58,0,52,9,0,43,38.75,14.5,0.0,13.0,0.374,0.0,0.335,0.374,0.0,0.335,0.45,0.1683,0.1683
yu_min_cho__kor,Yu-Min Cho,KOR,DEF,ukendt,Ukendt,57,15,0,21,3,0,18,14.25,3.75,0.0,5.25,0.263,0.0,0.368,0.263,0.0,0.368,0.45,0.1184,0.1184
yuito_suzuki__jpn,Yuito Suzuki,JPN,FWD,ukendt,Ukendt,24,3,0,16,0,0,16,6.0,0.75,0.0,4.0,0.125,0.0,0.667,0.125,0.0,0.667,0.45,0.0562,0.0562
yukinari_sugawara__jpn,Yukinari Sugawara,JPN,DEF,ukendt,Ukendt,76,14,0,37,5,0,32,19.0,3.5,0.0,9.25,0.184,0.0,0.487,0.184,0.0,0.487,0.45,0.0828,0.0828
yunus_akgun__tur,Yunus Akgün,TUR,FWD,ukendt,Ukendt,46,11,0,19,8,0,11,11.5,2.75,0.0,4.75,0.239,0.0,0.413,0.239,0.0,0.413,0.45,0.1076,0.1076
yuto_nagatomo__jpn,Yuto Nagatomo,JPN,DEF,ukendt,Ukendt,259,139,0,89,19,0,70,64.75,34.75,0.0,22.25,0.537,0.0,0.344,0.537,0.0,0.344,0.45,0.2417,0.2417
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,ukendt,Ukendt,111,12,0,24,7,0,17,27.75,3.0,0.0,6.0,0.108,0.0,0.216,0.108,0.0,0.216,0.45,0.0486,0.0486
zaid_ismail__irq,Zaid Ismail,IRQ,MID,ukendt,Ukendt,7,4,0,0,0,0,0,1.75,1.0,0.0,0.0,0.571,0.0,0.0,0.571,0.0,0.0,0.45,0.257,0.257
zaid_tahseen__irq,Zaid Tahseen,IRQ,DEF,ukendt,Ukendt,52,21,0,16,0,0,15,13.0,5.25,0.0,4.0,0.404,0.0,0.308,0.404,0.0,0.308,0.45,0.1818,0.1818
zakaria_el_ouahdi__mar,Zakaria El Ouahdi,MAR,DEF,ukendt,Ukendt,40,1,0,34,5,0,29,10.0,0.25,0.0,8.5,0.025,0.0,0.85,0.025,0.0,0.85,0.45,0.0113,0.0113
zeki_elik__tur,Zeki Celik,TUR,DEF,ukendt,Ukendt,94,49,0,12,7,0,5,23.5,12.25,0.0,3.0,0.521,0.0,0.128,0.521,0.0,0.128,0.45,0.2344,0.2344
zeno_debast__bel,Zeno Debast,BEL,DEF,ukendt,Ukendt,43,21,0,5,3,0,2,10.75,5.25,0.0,1.25,0.488,0.0,0.116,0.488,0.0,0.116,0.45,0.2196,0.2196
zidane_iqbal__irq,Zidane Iqbal,IRQ,MID,ukendt,Ukendt,57,11,0,28,6,0,21,14.25,2.75,0.0,7.0,0.193,0.0,0.491,0.193,0.0,0.491,0.45,0.0869,0.0869
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,ukendt,Ukendt,58,12,0,30,0,0,30,14.5,3.0,0.0,7.5,0.207,0.0,0.517,0.207,0.0,0.517,0.45,0.0932,0.0932
zion_suzuki__jpn,Zion Suzuki,JPN,GK,ukendt,Ukendt,52,24,0,21,2,0,19,13.0,6.0,0.0,5.25,0.462,0.0,0.404,0.462,0.0,0.404,0.45,0.2079,0.2079
ziyad_al_johani__ksa,Ziyad Al-Johani,KSA,MID,ukendt,Ukendt,23,8,0,9,0,0,3,5.75,2.0,0.0,2.25,0.348,0.0,0.391,0.348,0.0,0.391,0.45,0.1566,0.1566
rjan_nyland__nor,Ørjan Nyland,NOR,GK,ukendt,Ukendt,126,69,0,22,13,0,9,31.5,17.25,0.0,5.5,0.548,0.0,0.175,0.548,0.0,0.175,0.45,0.2466,0.2466
